,user_name,user_location,text,likes,date
3050,ElfiyomiI, الشرقية ,عاوزين ربنا يسامحنا ع الي عملناه ولا عاوزين اتصالات ليلله راس السنه ولا اي حاجه من الحجات دي يعني  خدنا ايه من الاتصالات غير ناس باعتنا ! ومكناش متوقعين كده .  (اللهم احسن خاتمت هاذه السنه ونور لنا طريقنا ف ايامك المقبله ❤️ https://t.co/vkHulSJxNU,2,2019-12-29
3051,AHLAMDINA1, الشرقية ,انا اخترت #الإمارات_بخط_عربي ، انتوا شو اختياركم؟ يلا نصوّت ونشجّع بعض! #UAENationBrand https://t.co/pd71DQDTWm @nationbranduae @etisalat,2,2019-12-20
3053,Jassperrr8, الشرقية ,"الإسكندرية تستعد لإستقبال  الميجا ستار #إليسا في حفل ضخم يوم الخميس ١٢ ديسمبر الساعه ٧ مساء 
يخصص دخل الحفل لمشروع النادي ولصالح شراء جهاز كي أورام الكبد لمرضي السرطان 
@elissakh 
@Orange_Egypt https://t.co/sT7aPSISde",55,2019-12-08
3054,Hany45496125, الشرقية ,الحمد الله تم اطلق اول قمر صناعي لمصر ويكون اول قمر اتصالات ويسمه قمر طيبه الاول وتم افتتاح نفق بور سعيد و30يونيو وسوف يتم تعين 6500 مدرس في جميع انحاء الدوله واختيار مصر رئيسية للجنه الافريقيه,0,2019-11-26
3055,FaroukEhabFaro2, الشرقية ,"حضرتك فودافون بتحاسبتي بالثانيه 😂😂😂
#فودافون_بتسرقنا https://t.co/knmG6Pzt3e",0,2019-11-24
3058,gaballa_s, الشرقية ,مفيش مغني عمل البوم الا وتشركوني فيه عافية يعني مش يقلك في كذه ولو عاجبك ادفع لا الي هوا احنا خصمنا خلاص  #فودافون_حراميه https://t.co/0z5NSmOf7C,7,2019-11-13
3062,gaballa_s, الشرقية ,افهم فودافون ازاي اني لا عايز اشترك ولا عايز اتنيل واصلا مين هشام عباس ده الي قاعدين تخصمو من رصيدي عشانه .. وكلمتهم ٣ مرات كل مرة معلش يا فندم ويرجعو الرصيد والاقيها مبعوتة تاني اروح فين بس تاني يا رب https://t.co/02yvfYmysW,1,2019-10-23
3068,UrFav7oda94, الشرقية ,"فودافون كاش يا جماعة ، @VodafoneGroup  @VodafoneEgypt   
خلى بالكم من الكلام ده ،  ريتويت هنا . https://t.co/leSixy74kb",0,2019-09-16
3069,esraa_maghrabia, الدقهلية ,"جماعة حد هنا اتصالات عامل باقة نت بتقعد معاه فترة كويسة؟
لان بتاعتي بقت بتخلص في يوم وفلستني 🥲",0,2022-08-31
3070,dr_mansy116, الدقهلية ,فودافون مكانها سله قمامه والله,0,2022-08-30
3071,dr_mansy116, الدقهلية ,فودافون اسوء شركه ، سواء خدمه عملا او فروع او حتي ابلكيشن وهنا كمان ع تويتر .,1,2022-08-30
3072,Keraa07, الدقهلية ,اتصالات ولا طبيه؟,2,2022-08-30
3074,MahmoudZiada25, الدقهلية ,خدمة عملاء فودافون ماشية بالحب والله,0,2022-08-30
3075,marwamamdohmm11, الدقهلية ,حد هنا بيشتغل ف فودافون ؟,0,2022-08-29
3078,NehalHamada4, الدقهلية ,"ليه اشمعنا 
علشان بفكر؟ — علشان انا حبيت Embedded system و شغله و كدا و حسيت انه شاددني + ان مجالات حاسبات اكتر من اتصالات بكتير  https://t.co/2wSJGh7Gdh",3,2022-08-28
3079,NehalHamada4, الدقهلية ,دخلتي حاسبات ولا اتصالات — حاسبات ان شاء الله ♥️ https://t.co/0gTT86imWZ,3,2022-08-28
3080,HeshamDyaa, الدقهلية ,"من ٤ سنين كنت ف فودافون 
Hr : انا مُدرس وعايزك تبيعلي القلم دا 
انا : القلم دا يا أفندم من طراز خاص لان هَيكل القلم مُعالج ضد عرق الايد.
ساعتها الHr اتقفل مني ومَتقبلتش عشان رديت رد غريب وغير المُعتاد يسمعه من الناس 😂😂 https://t.co/iRCdds0gb7",2,2022-08-27
3085,Ayman_elfekii, الدقهلية ,مهندسة إتصالات و إلكترونيات قد الدنيا 💃💃😎 https://t.co/WCV10atDNE,3,2022-08-26
3087,samehcbr1, الدقهلية ,"أسر ياسين باشا 
إزيك يا حبيبي
عشمان في أخويا الكبير لو ربنا كرمك وعملت إعلان مع فودافون تعمل احتفالي دي حاجة هتفرحني جدا بجد بالتوفيق https://t.co/dkDNfgYGDI",12,2022-08-24
3091,1josaeed, الدقهلية ,"🔥هااام امبارح الساعة ٨ قاعد جالي مسدج بفتح لقيتها من فودافون كاش و ان وصل 5000ج فا فكرتهم من ابويا لانه المفروض يبعتلي فلوس تبع البيت فا اتصلت بيه اقوله انت بعت الفلوس قالي لا ها بعت يوم الخميس باذن الله فا قولتله انا وصلي فلوسي قال لا مش انا فا تلقائي اتصلت بنفس الرقم 
يتابع.1 https://t.co/TTBhNGXV9v",5,2022-08-23
3093,zeinabibrahim20, الدقهلية ,طبعا هفتكر فى كارثه حصلت لما حد يتصل بيا ٦  فى ٧ مره يطلع فودافون اصل انا عميل مميز 🙃 https://t.co/5svVuQKoKw,0,2022-08-23
3094,peterwageeh0, الدقهلية ,"١-بيشرح الاعلان فى الصوره بس البنت الى عليها دايره دى ظهرت عادى
٢-المفروض ان الاتنين الى على الكراسي بيتفرجوا ع الشباب وهما مستغربين بيعملوا كده ليه عشان يكرر الاعلان ويوصل الرساله لكن فى غلطه ان البنت قاعده وراهم مع العلم انها المفروض تبقي قدامهم وبيبصوا عليها
#كده_باظت
#اورانج https://t.co/6mdySZmvL4",0,2022-08-09
3095,3442df24e070499, الدقهلية ,"فودافون عامله اعلان جنب الردار 
 اتلقطت؟ ادفع المخالفة بفودافون كاش😂

لا حلوه و ملعوبة https://t.co/jsblLuq2KL",0,2022-07-12
3097,zizokhawaga, الدقهلية ,"احنا تقريبا  الي من حقنا يجي وزير إتصالات يجيب حقنا. بدل ما يطلع يقف معانا عاوزنا ندفع الضعف.  طيب انا هدفع الضعف بس هتشغلي نت زي الامارات.  بنفس السرعه النت مش هيقطع وفضل اسبوع. مستني البشوات 
 لا مفيش تعويض وقفل الراوتر وفتحه تاني
#انترنت_غير_محدود_في_مصر
#اقالة_وزير_الاتصالات https://t.co/4IuGl4eC76",611,2022-07-08
3099,esammohamed25, الدقهلية ,"ولما عرفوا أن فودافون كاش اكتر محفظة ف التعامل حاليا داخلياً حطوا عليها ضريبة برضوا 😂
دولة مفشوخة ف افكارها https://t.co/pzVrNqFGb6",0,2022-07-06
3100,Tasnim_Egy, الدقهلية ,فودافون موبينيل المهم انه وحشني 😂💚 https://t.co/v5befQPrTe,3,2022-06-30
3101,ahmdd97, الدقهلية ,"أول حفله أشوفها بعد حفلة فودافون أون لاين في 2020 🖤
والله وحشتوني جدا 🖤

#نمره_وكايروكي_في_الرياض https://t.co/ab6EcxkZ7T",3,2022-06-10
3102,esammohamed25, الدقهلية ,"أنا غالبا دي هتكون المرة ال٣ اللي هجدد فيه الباقة ف شهر واحد 
ف حين أن بعمل باقة ١١ جيجا داتا علي خط اتصالات بفشخ امها فيديوهات وتحميل وبيتبقي جيجا أو اتنين ومعاد التجديد بيجي @telecomegypt 
يعني مش هنوصل لسياسة استخدام عادل ف مصر ف حياتنا نفقد الأمل ؟ https://t.co/wR35yCrjR0",1,2022-05-28
3103,M7md_ezz14Offic, الدقهلية ,"من فترة فاتت 
كان التايم لاين كله بيتكلم ع دفعة 54 طب المنصورة 
دلوقتي اتصالات اقتحمت التايم لاين وبقوة 😂😂😎 https://t.co/ZxubIVlnUb",20,2022-05-20
3104,TawfikTito1, الدقهلية ,شركة @orange للنصب 🤬,0,2022-05-15
3106,esammohamed25, الدقهلية ,"140 جيجا ي expensive  مبتكفيش قد ال 11 جيجا داتا بتوع اتصالات 
@telecomegypt https://t.co/wpb1S8bH85",1,2022-04-22
3108,BasemElalfy8, الدقهلية ,هو لو حد سالف من فودافون ال ١٦ جنيه ومات دا دين ولا حلال فيهم ؟؟!!🐸😂😂,0,2022-04-21
3109,AElmanzala, الدقهلية ,الواحد حس انه مهم بعد عزومة اتصالات دي الحقيقة 😂,0,2022-04-19
3110,sob7ymo7med, الدقهلية ,"فودافون بعتالي مبروك كسبت 500 وحده 
مش مكفيهم  الوحده اللي انا فيها•",6,2022-04-19
3112,ibrahim_mdesoky, الدقهلية ,بحس ان مني زكي بتطلع في اعلان اورانج تكيد في الناس و اهي عمرها ما هتنضف طول مالاشكال الوسخة دي بتغلط و مفيش اي اجراء بيتاخد ضدها,5,2022-04-06
3122,Mohamed85042143, الدقهلية ,فودافون بعد ما السيستم رجع.. https://t.co/NheVtHdncK,1,2022-03-30
3128,M0Oksha, الدقهلية ,مو صلاح مبيجبش اهداف غير في اعلان فودافون 😂,6,2022-01-11
3129,Ebrahim33114205, الدقهلية ,لما تكون اتصالات وعندك امتحان كهربيه بكره فتقول سهله https://t.co/bgSZYNaTeW,5,2022-01-08
3132,3bdoMa7ram, الدقهلية ,بين اني مهندس اتصالات ولا ابين اكتر ؟!😂♥️ https://t.co/sPB3DatyZW,31,2021-10-31
3134,Ahmedyahiya9, الدقهلية ,شاحن باقه سوشيال اتصالات الحمد لله مش بتحمل اي صوره ولا استوري ولا بتفتح تليجرام,3,2021-07-28
3136,Nrmeennemoo, الدقهلية ,شعوري زي شعور عنبه هو بيغني في اعلان اتصالات انا عاوزه اصيف انا كمان والله 😂🌊🌊🌊🌊,2,2021-07-25
3137,OmimaShenawi, الدقهلية ,يعني بتدوني هدية و بتاخدوا عليها فلوس  @Orange_Egypt  متآمر وغبي؟ https://t.co/G7AXIit2Z8,0,2021-07-23
3139,omaimazizo212, الدقهلية ,الله يحرق فودافون شركة حراميه  زباله,1,2021-07-17
3140,muhamme44483869, الدقهلية ,بلاقي عروض اتصالات https://t.co/zbEc3PQ9wM,2,2021-07-09
3141,Siiiiiuuuuuuu7s, الدقهلية ,"بتفاهم طبعا
مره دخلت فرع اتصالات ادفع فاتوره .لقيت فيه بنت لوحدها في الفرع بتتكلم في الموبايل وبتعيط وبتقولي خمس دقايق معلش .
فلت تمام وقمت ماشي رايح ادفعها من فرع تاني اصلا😂😎 https://t.co/8FoGneV4lV",0,2021-07-07
3142,Bolbol6299, الدقهلية ,ايه أحسن شركة اتصالات في مصر سواء مكالمات أو نت؟,0,2021-07-07
3143,Manchester_son1, الدقهلية ,"بعد صيام الايام والشهور والسنين، عملت استرجاع لخطي ""فودافون"" اللي كان مسحوب مني من سنتين، الخط اللي كان معايا لمده 10 سنين ولكن الشركه قررت انها كانت تقفله وللاسف مكتتش عارف ارجعه لاني كان ب اسم والدي ""الله يرحمه"" ♥️♥️",6,2021-07-03
3144,nafeeelmadny, الدقهلية ,ٱن شاء الله كل هذه السفارات و القنصليات ستكون وسائل إتصالات بين الدول الإسلامية و دولة فلسطين المحررة....إنهم يرونه بعيدا ونراه قريبا,0,2021-06-30
3145,Fayed55078655, الدقهلية ,"ماما وخالتو خلصو لمكالمه ..
شركه اتصالات = https://t.co/vshQgNRi0p",1,2021-06-28
3146,Siiiiiuuuuuuu7s, الدقهلية ,"اعظم 3اختراعات 
التليفون
الكاتل
فودافون كاش",0,2021-06-12
3147,Bin_Ah20, الدقهلية ,"🚨عاجــــل🚨
الاعلام العبري : اتصالات لسكان عمارات في تل ابيب بتطالبهم بالاخلاء فوراً
والله فكّرت انو هزار الموضوع طلع جد",7,2021-05-15
3150,esammohamed25, الدقهلية ,"الواحد كان يشحن اي رصيد ف اتصالات وكل شوية يجيله عروض
الواحد بقاله ٣ ايام قاعد من غير م يجيله رسالة بعرض باقة نت الضعف ولا خصم ٥٠٪ 😂🤦🏻‍♂️
غير رسالة لا يمكنك الاشتراك في هذا العرض
هو مش رمضان شهر الكرم ولا العروض ف رمضان حرام 😂
@EtisalatMisr https://t.co/9d65r3CKx1",2,2021-04-25
3151,M7md_ezz14Offic, الدقهلية ,"جالي كمية اتصالات رهيبة من العيلة واصحابي بيطمنوا اني كنت ف قطار القاهرة / المنصورة ولا لأ .. 
الحمد لله بخير والقطار ده دايما كنت بركبه لكن ربنا سلم ف كل مرة وي رب ما يجيب شر لحد عزيز علينا",1,2021-04-18
3152,yousftareq2002, الدقهلية ,"اصعب حاجه ف الدنيا لما تحس ان شغلك وتعبك بيروحو هدر ف الهوا...
 في صوره شريهان صاحبه اعلان فودافون والي اخدت ٢ مليون دولار...
 راتبي في سنتين و ٣ شهور استاذة شريهان حققتهم ف اربع دقائق...
فعلا وان سألوك عن العدل ف بلاد المسلمين قل لهم لقد مات العمر🚶🏻‍♂️💔 https://t.co/cu7eKoWXWn",8,2021-04-18
3153,Siiiiiuuuuuuu7s, الدقهلية ,فودافون: https://t.co/X6OV3zvRgc https://t.co/9CHHxkbo82,0,2021-04-16
3154,Mohamed13470563, الدقهلية ,الناس اللي مفهمتش اعلان فودافون، شريهان بتحكي عن قصه حياتها ازاي ابتدت ونجحت واتعرضت لمشاكل صحيه ومرت بفتره حرجه في حياتها نتيجه الحادثه الشهيره سنة ١٩٨٩ الي اتعرضت ليها، الحادثة خفت منها علي طول حصل كسر في العمود الفقري ورجع تلقائيا مكانه لانها كانت بتلعب رياضة وجمباز . .,8,2021-04-14
3155,george_raed, الدقهلية ,بعد اذن التاريخ يعنى اعلان فودافون وحش واعلان we و orange احلى ١٠٠ مرة 🤷🏽‍♂️,0,2021-04-13
